Freq	Magn
0.0000000000000	-0.00066063503436242
0.0040000001899898	-0.00068138689753847
0.0080000003799796	-0.00074313176715224
0.012000000104308	-0.00084381968595669
0.016000000759959	-0.00098555667115183
0.019999999552965	-0.0011673560499428
0.024000000208616	-0.0013887622593669
0.028000000864267	-0.0016488151693014
0.032000001519918	-0.0019470852547114
0.035999998450279	-0.0022816016957429
0.039999999105930	-0.0026524770129797
0.043999999761581	-0.0030582801572593
0.048000000417233	-0.0034991469136489
0.052000001072884	-0.0039726302908970
0.056000001728535	-0.0044773301601800
0.059999998658895	-0.0050123720123523
0.064000003039837	-0.0055753349434481
0.068000003695488	-0.0061648392860183
0.071999996900558	-0.0067800309745437
0.075999997556210	-0.0074185049013759
0.079999998211861	-0.0080778606627830
0.083999998867512	-0.0087588066048376
0.087999999523163	-0.0094558387399550
0.092000000178814	-0.010170187971433
0.096000000834465	-0.010897901286289
0.10000000149012	-0.011638136447493
0.10400000214577	-0.012386414865627
0.10800000280142	-0.013143448589591
0.11200000345707	-0.013904751920347
0.11599999666214	-0.014670498224971
0.11999999731779	-0.015436712616426
0.12399999797344	-0.016201488177144
0.12800000607967	-0.016962898912563
0.13199999928474	-0.017719021907254
0.13600000739098	-0.018467396467831
0.14000000059605	-0.019205035747981
0.14399999380112	-0.019931538636006
0.14800000190735	-0.020643366679647
0.15199999511242	-0.021339058115628
0.15600000321865	-0.022017129834548
0.15999999642372	-0.022675047314000
0.16400000452995	-0.023309221830915
0.16799999773502	-0.023919688905906
0.17200000584126	-0.024505416377742
0.17599999904633	-0.025064852667407
0.18000000715256	-0.025592790864688
0.18400000035763	-0.026091793177237
0.18799999356270	-0.026558163119675
0.19200000166893	-0.026990810427552
0.19599999487400	-0.027389119067245
0.20000000298023	-0.027750921401148
0.20399999618530	-0.028075582343467
0.20800000429153	-0.028363987804744
0.21199999749660	-0.028610817174980
0.21600000560284	-0.028819530259086
0.21999999880791	-0.028988379907511
0.22400000691414	-0.029115088058513
0.22800000011921	-0.029202043955698
0.23199999332428	-0.029245913908737
0.23600000143051	-0.029249026828016
0.23999999463558	-0.029210103378494
0.24400000274181	-0.029129909378755
0.24799999594688	-0.029008162158227
0.25200000405312	-0.028844559428248
0.25600001215935	-0.028640884226838
0.25999999046326	-0.028397323759683
0.26399999856949	-0.028113578667335
0.26800000667572	-0.027790843078314
0.27200001478195	-0.027430341834817
0.27599999308586	-0.027031730506512
0.28000000119209	-0.026599830888136
0.28400000929832	-0.026132219811512
0.28799998760223	-0.025631647696526
0.29199999570847	-0.025098765977621
0.29600000381470	-0.024535804259802
0.30000001192093	-0.023943446819013
0.30399999022484	-0.023324409080221
0.30799999833107	-0.022679883294557
0.31200000643730	-0.022013151371530
0.31600001454353	-0.021322777642851
0.31999999284744	-0.020613093099138
0.32400000095367	-0.019887357328962
0.32800000905991	-0.019145206465639
0.33199998736382	-0.018389977401645
0.33599999547005	-0.017622828553706
0.34000000357628	-0.016847629160172
0.34400001168251	-0.016064550741313
0.34799998998642	-0.015277990599935
0.35199999809265	-0.014488648589208
0.35600000619888	-0.013699926403180
0.36000001430511	-0.012913595157555
0.36399999260902	-0.012130978232471
0.36800000071526	-0.011356019165707
0.37200000882149	-0.010589508109193
0.37599998712540	-0.0098359174875289
0.37999999523163	-0.0090940752685150
0.38400000333786	-0.0083695007857481
0.38800001144409	-0.0076625282525214
0.39199998974800	-0.0069751837398690
0.39599999785423	-0.0063094232934396
0.40000000596046	-0.0056698452447844
0.40400001406670	-0.0050543166450767
0.40799999237061	-0.0044680383829172
0.41200000047684	-0.0039109403758206
0.41600000858307	-0.0033841644144541
0.41999998688698	-0.0028923627798306
0.42399999499321	-0.0024330149780491
0.42800000309944	-0.0020098717657505
0.43200001120567	-0.0016260991844591
0.43599998950958	-0.0012778064032864
0.43999999761581	-0.00097129131528202
0.44400000572205	-0.00070418099108299
0.44800001382828	-0.00047919999205443
0.45199999213219	-0.00029613313421634
0.45600000023842	-0.00015578074951156
0.46000000834465	-6.0443247973570e-05
0.46399998664856	-8.8662817502596e-06
0.46799999475479	2.3363012714585e-07
0.47200000286102	-3.8172872734516e-05
0.47600001096725	-0.00011767066148637
0.47999998927116	-0.00024385448771941
0.48399999737740	-0.00041492371680016
0.48800000548363	-0.00063027739415322
0.49200001358986	-0.00088717699237093
0.49599999189377	-0.0011886644669427
0.50000000000000	-0.0015319592463594
0.50400000810623	-0.0019180760969106
0.50800001621246	-0.0023442394223329
0.51200002431870	-0.0028114444885044
0.51599997282028	-0.0033158768339515
0.51999998092651	-0.0038575713326129
0.52399998903275	-0.0044357599887632
0.52799999713898	-0.0050493595865154
0.53200000524521	-0.0056951403873348
0.53600001335144	-0.0063734601950734
0.54000002145767	-0.0070800170459743
0.54400002956390	-0.0078152426712972
0.54799997806549	-0.0085757052478770
0.55199998617172	-0.0093608406501084
0.55599999427795	-0.010168299603201
0.56000000238419	-0.010994163425392
0.56400001049042	-0.011838735489444
0.56800001859665	-0.012697601650638
