#Parameters = {e=0.035; h=1.6; l=29.9; ls=80; w=43.8; w0=1.58; w1=3; ws=88; y0=10; y1=22}
#"Frequency / GHz"	"S1,1 (2) [Magnitude]"
#----------------------------------------
0.0000000000000	-0.039184868461918
0.0020000000949949	-0.037955617045317
0.0040000001899898	-0.034350475325293
0.0060000000521541	-0.028624537246434
0.0080000003799796	-0.021173353497158
0.0099999997764826	-0.012511188742419
0.012000000104308	-0.0032281613499045
0.014000000432134	0.0060496956885982
0.016000000759959	0.014709174299897
0.017999999225140	0.022189040140753
0.019999999552965	0.028019580852086
0.021999999880791	0.031850530045735
0.024000000208616	0.033476123553044
0.026000000536442	0.032840256808085
0.028000000864267	0.030048011771724
0.029999999329448	0.025343117150359
0.032000001519918	0.019096510836961
0.034000001847744	0.011786351645297
0.035999998450279	0.0039465986319839
0.037999998778105	-0.0038560909167684
0.039999999105930	-0.011075192950455
0.041999999433756	-0.017212975322406
0.043999999761581	-0.021864962538816
0.046000000089407	-0.024744974983395
0.048000000417233	-0.025702224426852
0.050000000745058	-0.024736423560511
0.052000001072884	-0.021989226294820
0.054000001400709	-0.017727836723191
0.056000001728535	-0.012327407558311
0.057999998331070	-0.0062330543486161
0.059999998658895	7.3124322731883e-05
0.061999998986721	0.0061097458450662
0.064000003039837	0.011432975642200
0.065999999642372	0.015668131235110
0.068000003695488	0.018535738337678
0.070000000298023	0.019868247034787
0.071999996900558	0.019616396995529
0.074000000953674	0.017855076769644
0.075999997556210	0.014770707509790
0.078000001609325	0.010645907743320
0.079999998211861	0.0058334740998458
0.082000002264977	0.00072727922141517
0.083999998867512	-0.0042593388862988
0.086000002920628	-0.0087395660926759
0.087999999523163	-0.012377341752367
0.090000003576279	-0.014908525945559
0.092000000178814	-0.016164644408358
0.093999996781349	-0.016085143978123
0.096000000834465	-0.014716854395742
0.097999997437000	-0.012208304490473
0.10000000149012	-0.0087965817372474
0.10199999809265	-0.0047816361102217
0.10400000214577	-0.00050592817813215
0.10599999874830	0.0036815663876038
0.10800000280142	0.0074463396600906
0.10999999940395	0.010497047150405
0.11200000345707	0.012609706715994
0.11400000005960	0.013639967331687
0.11599999666214	0.013532985882605
0.11800000071526	0.012327890174841
0.11999999731779	0.010151296770344
0.12200000137091	0.0072035767151586
0.12399999797344	0.0037420318616973
0.12600000202656	6.2322761890041e-05
0.12800000607967	-0.0035329323104669
0.12999999523163	-0.0067478349170544
0.13199999928474	-0.0093291874257637
0.13400000333786	-0.011078023728352
0.13600000739098	-0.011871096012770
0.13799999654293	-0.011662420291900
0.14000000059605	-0.010493155015845
0.14200000464916	-0.0084812281510231
0.14399999380112	-0.0058126359790250
0.14599999785423	-0.0027224351603595
0.14800000190735	0.00052553300900449
0.15000000596046	0.0036590650224883
0.15199999511242	0.0064228555798256
0.15399999916553	0.0085940158368703
0.15600000321865	0.010007654422464
0.15800000727177	0.010563223986411
0.15999999642372	0.010229514321080
0.16200000047684	0.0090529177151246
0.16400000452995	0.0071456149194828
0.16599999368191	0.0046794880991491
0.16799999773502	0.0018687248150065
0.17000000178814	-0.0010469986653608
0.17200000584126	-0.0038239100435740
0.17399999499321	-0.0062308978510773
0.17599999904633	-0.0080755666562153
0.17800000309944	-0.0092121280461409
0.18000000715256	-0.0095566308242069
0.18199999630451	-0.0090949700291696
0.18400000035763	-0.0078792358825391
0.18600000441074	-0.0060227763971938
0.18799999356270	-0.0036945983111933
0.18999999761581	-0.0010943445469200
0.19200000166893	0.0015540019931335
0.19400000572205	0.0040283790298063
0.19599999487400	0.0061232408638038
0.19799999892712	0.0076719047435719
0.20000000298023	0.0085510733225654
0.20200000703335	0.0086989241851216
0.20399999618530	0.0081118802462145
0.20600000023842	0.0068521360098865
0.20800000429153	0.0050321482527289
0.20999999344349	0.0028114068021212
0.21199999749660	0.00038385804405186
0.21400000154972	-0.0020470126357634
0.21600000560284	-0.0042743495148978
0.21799999475479	-0.0061125467036151
0.21999999880791	-0.0074132787113049
0.22200000286102	-0.0080733655364433
0.22400000691414	-0.0080447509330229
0.22599999606609	-0.0073392939460270
0.22800000011921	-0.0060241852696572
0.23000000417233	-0.0042173486624344
0.23199999332428	-0.0020797313606022
0.23399999737740	0.00020615313436943
0.23600000143051	0.0024444590587407
0.23800000548363	0.0044486849946112
0.23999999463558	0.0060495197479812
0.24199999868870	0.0071193638763326
0.24400000274181	0.0075745471410701
0.24600000679493	0.0073830577062628
0.24799999594688	0.0065662559113574
0.25000000000000	0.0051999941001160
0.25200000405312	0.0034066747728378
0.25400000810623	0.0013403774880510
0.25600001215935	-0.00082107179884499
0.25799998641014	-0.0028952142673267
0.25999999046326	-0.0047064720759499
0.26199999451637	-0.0061034275366392
0.26399999856949	-0.0069734973363715
0.26600000262260	-0.0072447435230934
0.26800000667572	-0.0069002070474325
0.27000001072884	-0.0059774049354748
0.27200001478195	-0.0045578335752456
0.27399998903275	-0.0027684917112190
0.27599999308586	-0.00076295884754142
0.27799999713898	0.0012873455817842
0.28000000119209	0.0032070146823261
0.28200000524521	0.0048361280539036
0.28400000929832	0.0060359859212320
0.28600001335144	0.0067107747523621
0.28799998760223	0.0068093205372162
0.28999999165535	0.0063263648111507
0.29199999570847	0.0053059760566568
0.29399999976158	0.0038394639158773
0.29600000381470	0.0020546404687201
0.29800000786781	0.00010488389315777
0.30000001192093	-0.0018442084907727
0.30199998617172	-0.0036274355209017
0.30399999022484	-0.0050921607583574
0.30599999427795	-0.0061168884433126
0.30799999833107	-0.0066192081347888
0.31000000238419	-0.0065571493162310
0.31200000643730	-0.0059410150574301
0.31400001049042	-0.0048271591834643
0.31600001454353	-0.0033136448665022
0.31799998879433	-0.0015311656328182
0.31999999284744	0.00036390928620213
0.32199999690056	0.0022129575784575
0.32400000095367	0.0038572876200771
0.32600000500679	0.0051603185393030
0.32800000905991	0.0060120169784222
0.33000001311302	0.0063419975123208
0.33199998736382	0.0061266405097584
0.33399999141693	0.0053862795080337
0.33599999547005	0.0041876619097214
0.33799999952316	0.0026332301783204
0.34000000357628	0.00085680794534748
0.34200000762939	-0.00098984780953712
0.34400001168251	-0.0027469603985521
0.34599998593330	-0.0042685130644177
0.34799998998642	-0.0054229433387138
0.34999999403954	-0.0061159527620226
0.35199999809265	-0.0062878466680374
0.35400000214577	-0.0059293992341390
0.35600000619888	-0.0050715694130019
0.35800001025200	-0.0037915059605922
0.36000001430511	-0.0021989072446960
0.36199998855591	-0.00043261571623378
0.36399999260902	0.0013573006289016
0.36599999666214	0.0030167417803040
0.36800000071526	0.0044068016168879
0.37000000476837	0.0054082582920042
0.37200000882149	0.0059377158891283
0.37400001287460	0.0059535360173167
0.37599998712540	0.0054540000802148
0.37799999117851	0.0044841921390067
0.37999999523163	0.0031273893746546
0.38199999928474	0.0014999408004851
0.38400000333786	-0.00025679047191999
0.38600000739098	-0.0019959415096178
0.38800001144409	-0.0035677612149319
0.38999998569489	-0.0048384515953475
0.39199998974800	-0.0057009683603184
0.39399999380112	-0.0060825242341706
0.39599999785423	-0.0059517603676877
0.39800000190735	-0.0053213801427955
0.40000000596046	-0.0042471000987956
0.40200001001358	-0.0028226356625748
