#Parameters = {e=0.035; h=1.6; l=29.9; ls=80; w=43.8; w0=1.58; w1=3; ws=80; y0=10; y1=24.2}
#"Frequency / GHz"	"S1,1 (9) [Magnitude]"
#----------------------------------------
0.0000000000000	-0.040921523214421
0.0020000000949949	-0.039654320171306
0.0040000001899898	-0.035937680064398
0.0060000000521541	-0.030029395307019
0.0080000003799796	-0.022336252642398
0.0099999997764826	-0.013382491521367
0.012000000104308	-0.0037727289564579
0.014000000432134	0.0058552320776267
0.016000000759959	0.014868820358630
0.017999999225140	0.022693831525489
0.019999999552965	0.028842833611631
0.021999999880791	0.032950368969704
0.024000000208616	0.034796471764085
0.026000000536442	0.034317307843782
0.028000000864267	0.031605001523468
0.029999999329448	0.026899807734939
0.032000001519918	0.020576163334277
0.034000001847744	0.013107749297323
0.035999998450279	0.0050391097476795
0.037999998778105	-0.0030514235566994
0.039999999105930	-0.010600647357982
0.041999999433756	-0.017095696513040
0.043999999761581	-0.022109081721502
0.046000000089407	-0.025332957845673
0.048000000417233	-0.026597462481979
0.050000000745058	-0.025883526922369
0.052000001072884	-0.023311647412636
0.054000001400709	-0.019143939091080
0.056000001728535	-0.013745327629367
0.057999998331070	-0.0075619900844808
0.059999998658895	-0.0010829766893435
0.061999998986721	0.0052019285188264
0.064000003039837	0.010829912206267
0.065999999642372	0.015409015283166
0.068000003695488	0.018634356384850
0.070000000298023	0.020314184853540
0.071999996900558	0.020378926501630
0.074000000953674	0.018883313482967
0.075999997556210	0.015990680036821
0.078000001609325	0.011971089999850
0.079999998211861	0.0071709698768829
0.082000002264977	0.0019853806832378
0.083999998867512	-0.0031717976732472
0.086000002920628	-0.0079030201643444
0.087999999523163	-0.011848815472088
0.090000003576279	-0.014727967936885
0.092000000178814	-0.016342976356569
0.093999996781349	-0.016611158451102
0.096000000834465	-0.015549139377774
0.097999997437000	-0.013284641672873
0.10000000149012	-0.010037200746665
0.10199999809265	-0.0060943696792796
0.10400000214577	-0.0017899719753588
0.10599999874830	0.0025182288015371
0.10800000280142	0.0064924305616888
0.10999999940395	0.0098242771993740
0.11200000345707	0.012266292147757
0.11400000005960	0.013651581367257
0.11599999666214	0.013899954655142
0.11800000071526	0.013021295542340
0.11999999731779	0.011117338479287
0.12200000137091	0.0083681166974102
0.12399999797344	0.0050167163612932
0.12600000202656	0.0013493228324907
0.12800000607967	-0.0023324127903107
