#Parameters = {L=45.45; W=58.2; e=0.035; h=1.6; ls=120; w0=1.58; w1=4.67; ws=120; y0=13.33; y1=24.29}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
0.20250000059605	-0.024534979068621
0.20499999821186	-0.025695104616719
0.20749999582767	-0.027537659618763
0.20999999344349	-0.029803013049926
0.21250000596046	-0.032180617325594
0.21500000357628	-0.034339521949512
0.21750000119209	-0.035978262384494
0.21999999880791	-0.036869173662974
0.22249999642372	-0.036890249053586
0.22499999403954	-0.036037464399280
0.22750000655651	-0.034431993388503
0.23000000417233	-0.032300490352758
0.23250000178814	-0.029944220248287
0.23499999940395	-0.027690634116372
0.23749999701977	-0.025857739494778
0.23999999463558	-0.024703964030109
0.24250000715256	-0.024388265445063
0.24500000476837	-0.024958351736841
0.24750000238419	-0.026332241504699
0.25000000000000	-0.028319968811973
0.25249999761581	-0.030640168799643
0.25499999523163	-0.032966419391645
0.25749999284744	-0.034971258781261
0.25999999046326	-0.036370442861572
0.26249998807907	-0.036965510315559
0.26499998569489	-0.036670450248641
0.26750001311302	-0.035526195372491
0.27000001072884	-0.033697699387332
0.27250000834465	-0.031441810063163
0.27500000596046	-0.029079824170436
0.27750000357628	-0.026946820347362
0.28000000119209	-0.025344640824280
0.28249999880791	-0.024500838378467
0.28499999642372	-0.024536935177521
0.28749999403954	-0.025446747793491
0.28999999165535	-0.027105691436512
0.29249998927116	-0.029276377729121
0.29499998688698	-0.031650606228668
0.29750001430511	-0.033891629105932
0.30000001192093	-0.035676216568760
0.30250000953674	-0.036752389518517
0.30500000715256	-0.036963431723825
0.30750000476837	-0.036274318112604
0.31000000238419	-0.034786418623587
0.31250000000000	-0.032711381224104
0.31499999761581	-0.030345541639124
0.31749999523163	-0.028025648497624
0.31999999284744	-0.026084611826363
0.32249999046326	-0.024800991679151
0.32499998807907	-0.024359557487999
0.32749998569489	-0.024826394706780
0.33000001311302	-0.026132731428947
0.33250001072884	-0.028097485342834
0.33500000834465	-0.030436993169215
0.33750000596046	-0.032819644078834
0.34000000357628	-0.034900965231517
0.34250000119209	-0.036380104225660
0.34499999880791	-0.037044765733163
0.34749999642372	-0.036796085192221
0.34999999403954	-0.035668366242944
0.35249999165535	-0.033821062915036
0.35499998927116	-0.031522882191345
0.35749998688698	-0.029103185118559
0.36000001430511	-0.026909775752437
0.36250001192093	-0.025260156213182
0.36500000953674	-0.024393780866906
0.36750000715256	-0.024436854552844
0.37000000476837	-0.025386288700572
0.37250000238419	-0.027107532027189
0.37500000000000	-0.029355447886783
0.37749999761581	-0.031807178214598
0.37999999523163	-0.034110291220020
0.38249999284744	-0.035930315981719
0.38499999046326	-0.037001240818657
0.38749998807907	-0.037169102437498
0.38999998569489	-0.036405990878407
0.39250001311302	-0.034819242234826
0.39500001072884	-0.032640111161513
0.39750000834465	-0.030183020447532
0.40000000596046	-0.027804646502141
0.40250000357628	-0.025847707146703
0.40500000119209	-0.024602753000699
0.40749999880791	-0.024246181237498
0.40999999642372	-0.024837163680522
0.41249999403954	-0.026292199654982
0.41499999165535	-0.028404573227394
0.41749998927116	-0.030870540023593
0.41999998688698	-0.033333876330147
0.42250001430511	-0.035437253832274
0.42500001192093	-0.036873214178432
0.42750000953674	-0.037431810904953
0.43000000715256	-0.037028385599198
0.43250000476837	-0.035720618785589
0.43500000238419	-0.033695748120638
0.43750000000000	-0.031249704207105
0.43999999761581	-0.028735854015587
0.44249999523163	-0.026522792594401
0.44499999284744	-0.024933104836504
0.44749999046326	-0.024201614602371
0.44999998807907	-0.024437561348904
0.45249998569489	-0.025610679272892
0.45500001311302	-0.027555297166250
0.45750001072884	-0.029990051432158
0.46000000834465	-0.032564595704927
0.46250000596046	-0.034904036973564
0.46500000357628	-0.036666752554620
0.46750000119209	-0.037590892212268
0.46999999880791	-0.037540916887679
0.47249999642372	-0.036521234554187
0.47499999403954	-0.034676695833542
0.47749999165535	-0.032277171291301
0.47999998927116	-0.029671258404725
0.48249998688698	-0.027242281397232
0.48500001430511	-0.025343370084277
0.48750001192093	-0.024256273712045
0.49000000953674	-0.024141906573866
0.49250000715256	-0.025023333548914
0.49500000476837	-0.026774314311993
0.49750000238419	-0.029146201715530
0.50000000000000	-0.031793432657569
0.50249999761581	-0.034330173175039
0.50499999523163	-0.036386785246977
0.50749999284744	-0.037658553085803
0.50999999046326	-0.037954684339999
0.51249998807907	-0.037230555899458
0.51499998569489	-0.035587214530052
0.51749998331070	-0.033265716229638
0.51999998092651	-0.030604329569373
0.52249997854233	-0.027991727775751
0.52499997615814	-0.025813012051602
0.52749997377396	-0.024390326574006
0.52999997138977	-0.023933730334927
0.53250002861023	-0.024517303259682
0.53500002622604	-0.026059775413748
0.53750002384186	-0.028339885161377
0.54000002145767	-0.031029683150212
0.54250001907349	-0.033734867647505
0.54500001668930	-0.036060923786984
0.54750001430511	-0.037661715153691
0.55000001192093	-0.038300952995045
0.55250000953674	-0.037879618672851
0.55500000715256	-0.036456133085197
0.55750000476837	-0.034237506711715
0.56000000238419	-0.031547808519456
0.56250000000000	-0.028782612068605
0.56499999761581	-0.026348853770253
0.56749999523163	-0.024607164365454
0.56999999284744	-0.023815942959590
0.57249999046326	-0.024097124361630
0.57499998807907	-0.025415980930175
0.57749998569489	-0.027586957597652
0.57999998331070	-0.030293185169648
0.58249998092651	-0.033142518960751
0.58499997854233	-0.035716161167906
0.58749997615814	-0.037635169443239
0.58999997377396	-0.038612411389095
0.59249997138977	-0.038500416866818
0.59500002861023	-0.037310666827934
0.59750002622604	-0.035216826741580
0.60000002384186	-0.032523496652775
0.60250002145767	-0.029628704401444
0.60500001907349	-0.026959439984060
0.60750001668930	-0.024910258348093
0.61000001430511	-0.023788117456730
0.61250001192093	-0.023762366389409
0.61500000953674	-0.024846459153060
0.61750000715256	-0.026884984986040
0.62000000476837	-0.029587603498695
0.62250000238419	-0.032559936690103
0.62500000000000	-0.035365427705384
0.62749999761581	-0.037589737626338
0.62999999523163	-0.038903450103948
0.63249999284744	-0.039106313657363
0.63499999046326	-0.038164292594665
0.63749998807907	-0.036212271684888
0.63999998569489	-0.033537110107089
0.64249998331070	-0.030531813732438
0.64499998092651	-0.027640522131442
0.64749997854233	-0.025292636530382
0.64999997615814	-0.023838824497185
0.65249997377396	-0.023498732645831
0.65499997138977	-0.024332647654499
0.65750002861023	-0.026223856326123
0.66000002622604	-0.028901731025688
0.66250002384186	-0.031978932875513
0.66500002145767	-0.035003271189746
0.66750001907349	-0.037527200418434
0.67000001668930	-0.039176331154662
0.67250001430511	-0.039702367003811
0.67500001192093	-0.039021004886499
0.67750000953674	-0.037229804897074
0.68000000715256	-0.034588031813896
0.68250000476837	-0.031487652655274
0.68500000238419	-0.028386276912369
0.68750000000000	-0.025743486420523
0.68999999761581	-0.023955509805330
0.69249999523163	-0.023293189760634
0.69499999284744	-0.023863284991053
0.69749999046326	-0.025588205329282
0.69999998807907	-0.028226028962773
0.70249998569489	-0.031393345669530
0.70499998331070	-0.034625533621963
0.70749998092651	-0.037446137822056
0.70999997854233	-0.039436192869017
0.71249997615814	-0.040295569368708
0.71499997377396	-0.039891204441446
0.71749997138977	-0.038275858107554
0.72000002861023	-0.035686897086348
0.72250002622604	-0.032504736996949
0.72500002384186	-0.029200805703934
0.72750002145767	-0.026265517297757
0.73000001907349	-0.024137879721611
0.73250001668930	-0.023141630545477
0.73500001430511	-0.023430244164048
0.73750001192093	-0.024974039986689
0.74000000953674	-0.027555197861483
0.74250000715256	-0.030800921343580
0.74500000476837	-0.034236866744092
0.74750000238419	-0.037356920998681
0.75000000000000	-0.039696307818340
0.75249999761581	-0.040904469660116
0.75499999523163	-0.040794573399343
0.75749999284744	-0.039376764630221
0.75999999046326	-0.036856749796202
0.76249998807907	-0.033605640003654
0.76499998569489	-0.030104570008567
0.76749998331070	-0.026874241335543
0.76999998092651	-0.024398711728741
0.77249997854233	-0.023051140438135
0.77499997615814	-0.023042844595130
0.77749997377396	-0.024385654790298
0.77999997138977	-0.026894458644607
0.78250002861023	-0.030208313673335
0.78500002622604	-0.033844740179233
0.78750002384186	-0.037268929555969
0.79000002145767	-0.039970491617614
0.79250001907349	-0.041545344316405
0.79500001668930	-0.041752330692960
0.79750001430511	-0.040553437482435
0.80000001192093	-0.038121026035904
0.80250000953674	-0.034811164781311
0.80500000715256	-0.031115427613683
0.80750000476837	-0.027584703597074
0.81000000238419	-0.024746362200875
0.81250000000000	-0.023028514578752
0.81499999761581	-0.022700087012783
0.81749999523163	-0.023819403160010
0.81999999284744	-0.026239441032608
0.82249999046326	-0.029609928627978
0.82499998807907	-0.033446005233463
0.82749998569489	-0.037182536140291
0.82999998331070	-0.040263969564323
0.83249998092651	-0.042228987749717
0.83499997854233	-0.042778878008478
0.83749997615814	-0.041822609385994
0.83999997377396	-0.039495533224492
0.84249997138977	-0.036137906028401
0.84500002861023	-0.032248581782901
0.84750002622604	-0.028406208038251
0.85000002384186	-0.025183903149277
0.85250002145767	-0.023069305596331
0.85500001907349	-0.022391842107420
0.85750001668930	-0.023261503494299
0.86000001430511	-0.025569361265404
0.86250001192093	-0.028987737001715
0.86500000953674	-0.033021812082617
0.86750000715256	-0.037082163893930
0.87000000476837	-0.040565475462635
0.87250000238419	-0.042950593178299
0.87500000000000	-0.043873570377033
0.87749999761581	-0.043188689460757
0.87999999523163	-0.040988031470338
0.88249999284744	-0.037593903538067
0.88499999046326	-0.033507504042723
0.88749998807907	-0.029336439239010
0.88999998569489	-0.025706368168547
0.89249998331070	-0.023162375791882
0.89499998092651	-0.022100176597116
0.89749997854233	-0.022688545965725
0.89999997615814	-0.024861455833167
0.90249997377396	-0.028313117934553
0.90499997138977	-0.032549708818119
0.90750002861023	-0.036949457585184
0.91000002622604	-0.040862679344816
0.91250002384186	-0.043702513598468
0.91500002145767	-0.045038871688362
0.91750001907349	-0.044660178162255
0.92000001668930	-0.042613404211789
0.92250001430511	-0.039194623058584
0.92500001192093	-0.034908484879987
0.92750000953674	-0.030390790530142
0.93000000715256	-0.026320145889499
0.93250000476837	-0.023307274573939
0.93500000238419	-0.021816258599397
0.93750000000000	-0.022084654339568
0.93999999761581	-0.024094252178174
0.94249999523163	-0.027567911713527
0.94499999284744	-0.032010280389730
0.94749999046326	-0.036772768888744
0.94999998807907	-0.041152012578638
0.95249998569489	-0.044493694728520
0.95499998331070	-0.046291162101307
0.95749998092651	-0.046265422179884
0.95999997854233	-0.044405682139212
0.96249997615814	-0.040978485251317
0.96499997377396	-0.036489001702158
0.96749997138977	-0.031604366383502
0.97000002861023	-0.027052891270066
0.97250002622604	-0.023523000855324
0.97500002384186	-0.021552403296017
0.97750002145767	-0.021454161409719
0.98000001907349	-0.023266614233619
0.98250001668930	-0.026746679925197
0.98500001430511	-0.031400085122423
0.98750001192093	-0.036552038980741
0.99000000953674	-0.041443839588247
0.99250000715256	-0.045346733821655
0.99500000476837	-0.047668922054241
0.99750000238419	-0.048049812437031
1.0000000000000	-0.046419485353752
1.0025000572205	-0.043004632802557
1.0049999952316	-0.038310182491011
1.0075000524521	-0.033028749458733
1.0099999904633	-0.027952584211995
1.0125000476837	-0.023843095292868
1.0149999856949	-0.021329272709934
1.0175000429153	-0.020806056254709
1.0199999809265	-0.022379622227244
1.0225000381470	-0.025845725470315
1.0249999761581	-0.030718171489342
1.0275000333786	-0.036293313699903
1.0299999713898	-0.041754660212515
1.0325000286102	-0.046289492224580
1.0349999666214	-0.049212550133251
1.0375000238419	-0.050072158617093
1.0399999618530	-0.048723071296548
1.0425000190735	-0.045350325378099
1.0449999570847	-0.040446299137295
1.0475000143051	-0.034736841326681
1.0499999523163	-0.029074214037317
1.0525000095367	-0.024311575799434
1.0549999475479	-0.021174209650746
1.0575000047684	-0.020152361749662
1.0599999427795	-0.021430833223833
1.0625000000000	-0.024855696681957
1.0650000572205	-0.029953018845937
1.0674999952316	-0.035990199266639
1.0700000524521	-0.042089810922845
1.0724999904633	-0.047344970497110
1.0750000476837	-0.050967014833017
1.0774999856949	-0.052394720963716
1.0800000429153	-0.051395361330100
1.0824999809265	-0.048100271069454
1.0850000381470	-0.042986514176654
1.0874999761581	-0.036808131021088
1.0900000333786	-0.030487129390487
1.0924999713898	-0.024974974380146
1.0950000286102	-0.021109575274230
1.0974999666214	-0.019494217543032
1.1000000238419	-0.020406288931096
1.1024999618530	-0.023751911619937
1.1050000190735	-0.029077358594826
1.1074999570847	-0.035627333320765
1.1100000143051	-0.042451666872890
1.1124999523163	-0.048539744265727
1.1150000095367	-0.052982334787733
1.1174999475479	-0.055092917534927
1.1200000047684	-0.054535631938996
1.1224999427795	-0.051367157054632
1.1250000000000	-0.046044026534254
1.1275000572205	-0.039349389277599
1.1299999952316	-0.032279290924085
1.1325000524521	-0.025898575703431
1.1349999904633	-0.021174614180589
1.1375000476837	-0.018844636274934
1.1399999856949	-0.019295243993211
1.1425000429153	-0.022510794286105
1.1449999809265	-0.028068720532709
1.1475000381470	-0.035188241624773
1.1499999761581	-0.042845091129313
1.1525000333786	-0.049913725861986
1.1549999713898	-0.055336934163459
1.1575000286102	-0.058283865231447
1.1599999666214	-0.058287892347794
1.1625000238419	-0.055318636166246
1.1649999618530	-0.049795754522104
1.1675000190735	-0.042528778218735
1.1699999570847	-0.034598799672122
1.1725000143051	-0.027197073734297
1.1749999523163	-0.021445381341071
1.1775000095367	-0.018239822167212
1.1799999475479	-0.018104244471152
1.1825000047684	-0.021121794857644
1.1849999427795	-0.026912608969899
1.1875000000000	-0.034675972530607
1.1900000572205	-0.043307086876849
1.1924999952316	-0.051544743499148
1.1950000524521	-0.058162260407473
1.1974999904633	-0.062152691629314
1.2000000476837	-0.062886286713657
1.2024999856949	-0.060219656443439
1.2050000429153	-0.054518311744997
1.2074999809265	-0.046614633641021
1.2100000381470	-0.037684073306499
1.2124999761581	-0.029063746808411
1.2150000333786	-0.022065638412588
1.2174999713898	-0.017771653519234
1.2200000286102	-0.016881772430021
1.2224999666214	-0.019604400144836
1.2250000238419	-0.025622071929884
1.2274999618530	-0.034124146744735
1.2300000190735	-0.043914249205954
1.2324999570847	-0.053575844895965
1.2350000143051	-0.061679271076866
1.2374999523163	-0.066997804944521
1.2400000095367	-0.068699097204357
1.2424999475479	-0.066485326713093
1.2450000047684	-0.060647830218713
1.2474999427795	-0.052034970151519
1.2500000000000	-0.041921156308584
1.2525000572205	-0.031825376508885
1.2549999952316	-0.023280179953597
1.2575000524521	-0.017607452034388
1.2599999904633	-0.015727679043046
1.2625000476837	-0.018016334960079
1.2649999856949	-0.024248660107606
1.2675000429153	-0.033611473942540
1.2699999809265	-0.044813073850368
1.2725000381470	-0.056251637049005
1.2749999761581	-0.066249128738526
1.2775000333786	-0.073304075315597
1.2799999713898	-0.076318496602585
1.2825000286102	-0.074789962116202
1.2849999666214	-0.068897750449274
1.2875000238419	-0.059487929378376
1.2899999618530	-0.047953797177625
1.2925000190735	-0.036026977162547
1.2949999570847	-0.025520189671992
1.2975000143051	-0.018060220675421
1.2999999523163	-0.014854700241365
1.3025000095367	-0.016507042005489
1.3049999475479	-0.022924630147133
1.3075000047684	-0.033318426057105
1.3099999427795	-0.046288151296153
1.3125000000000	-0.060013966602613
1.3150000572205	-0.072507322024560
1.3174999952316	-0.081904380572107
1.3200000524521	-0.086759373023254
1.3224999904633	-0.086284448658184
1.3250000476837	-0.080487223327964
1.3274999856949	-0.070189092205858
1.3300000429153	-0.056912851031253
1.3324999809265	-0.042654280974534
1.3350000381470	-0.029587692944227
1.3374999761581	-0.019743355471834
1.3400000333786	-0.014714470398614
1.3424999713898	-0.015421724360845
1.3450000286102	-0.021980814195059
1.3474999666214	-0.033654040811114
1.3500000238419	-0.048933140715410
1.3524999618530	-0.065729014793374
1.3550000190735	-0.081651210067015
1.3574999570847	-0.094359215345271
1.3600000143051	-0.10191677584411
1.3624999523163	-0.10312368397752
1.3650000095367	-0.097715125476760
1.3674999475479	-0.086447604585676
1.3700000047684	-0.070984666025083
1.3724999427795	-0.053661278554800
1.3750000000000	-0.037134803302090
1.3775000572205	-0.023988547797700
1.3799999952316	-0.016365846907170
1.3825000524521	-0.015658275534970
1.3849999904633	-0.022294638686586
1.3875000476837	-0.035663718017692
1.3899999856949	-0.054152138934015
1.3925000429153	-0.075335383060629
1.3949999809265	-0.096285833875820
1.3975000381470	-0.11398749217095
1.3999999761581	-0.12579307554434
1.4025000333786	-0.12986254312357
1.4049999713898	-0.12549229669331
1.4075000286102	-0.11326773881412
1.4099999666214	-0.095009672322504
1.4125000238419	-0.073504261091772
1.4149999618530	-0.052093552109959
1.4175000190735	-0.034175719904704
1.4199999570847	-0.022724743432484
1.4225000143051	-0.019863134346183
1.4249999523163	-0.026562991216594
1.4275000095367	-0.042469154003701
1.4299999475479	-0.065905284024371
1.4325000047684	-0.094022269128591
1.4349999427795	-0.12313866082005
1.4375000000000	-0.14922463607129
1.4400000572205	-0.16850489314844
1.4424999952316	-0.17806919223755
1.4450000524521	-0.17640959536885
1.4474999904633	-0.16373109957380
1.4500000476837	-0.14198664451923
1.4524999856949	-0.11460977218862
1.4550000429153	-0.086001098167408
1.4574999809265	-0.060877936214975
1.4600000381470	-0.043605841456443
1.4624999761581	-0.037597615371386
1.4650000333786	-0.044841146943366
1.4674999713898	-0.065603273368089
1.4700000286102	-0.098297319046555
1.4724999666214	-0.13957516136935
1.4750000238419	-0.18464034786040
1.4774999618530	-0.22780675801296
1.4800000190735	-0.26328027132820
1.4824999570847	-0.28610113750129
1.4850000143051	-0.29304248662845
1.4874999523163	-0.28331395289004
1.4900000095367	-0.25884372754639
1.4924999475479	-0.22408094938806
1.4950000047684	-0.18534069899178
1.4974999427795	-0.14988967508825
1.5000000000000	-0.12493902008851
1.5025000572205	-0.11670787075572
1.5049999952316	-0.12967102222941
1.5075000524521	-0.16599062674569
1.5099999904633	-0.22513925632785
1.5125000476837	-0.30373388435380
1.5149999856949	-0.39562065526599
1.5175000429153	-0.49232734018238
1.5199999809265	-0.58398373621547
1.5225000381470	-0.66077089648046
1.5249999761581	-0.71477360441207
1.5275000333786	-0.74187686055782
1.5299999713898	-0.74318987510011
1.5325000286102	-0.72552862757405
1.5349999666214	-0.70085606562996
1.5375000238419	-0.68494170830771
1.5399999618530	-0.69578860421921
1.5425000190735	-0.75232597763465
1.5449999570847	-0.87366893840508
1.5475000143051	-1.0790475043779
1.5499999523163	-1.3883703332973
1.5525000095367	-1.8234278594650
1.5549999475479	-2.4098850180745
1.5575000047684	-3.1804622134809
1.5599999427795	-4.1803662778922
1.5625000000000	-5.4773581462071
1.5650000572205	-7.1827341250140
1.5674999952316	-9.5018536398198
1.5700000524521	-12.883994195482
1.5724999904633	-18.630989654038
1.5750000476837	-27.782586398633
1.5774999856949	-17.882180453611
1.5800000429153	-12.479544913949
1.5824999809265	-9.2314109410310
1.5850000381470	-6.9829469314820
1.5874999761581	-5.3219461668202
1.5900000333786	-4.0562310545827
1.5924999713898	-3.0803531222446
1.5950000286102	-2.3295431278468
1.5974999666214	-1.7602799314652
1.6000000238419	-1.3408341357550
1.6024999618530	-1.0461129283987
1.6050000190735	-0.85458980999679
1.6074999570847	-0.74636135637281
1.6100000143051	-0.70196330227640
1.6124999523163	-0.70182516572092
1.6150000095367	-0.72639760173992
1.6174999475479	-0.75700948793242
1.6200000047684	-0.77734162987501
1.6224999427795	-0.77520250372808
1.6250000000000	-0.74399645869192
1.6275000572205	-0.68330830187437
1.6299999952316	-0.59829449896504
1.6325000524521	-0.49804339641978
1.6349999904633	-0.39347235800730
1.6375000476837	-0.29533564670965
1.6399999856949	-0.21270167885195
1.6425000429153	-0.15203702982387
1.6449999809265	-0.11677781879075
1.6475000381470	-0.10726298186589
1.6499999761581	-0.12092219182854
1.6525000333786	-0.15266481067391
1.6549999713898	-0.19547256591723
1.6575000286102	-0.24121106972059
1.6599999666214	-0.28166722431392
1.6625000238419	-0.30969472992864
1.6649999618530	-0.32029037672231
1.6675000190735	-0.31136730313296
1.6699999570847	-0.28399687379204
1.6725000143051	-0.24206818336771
1.6749999523163	-0.19146742764612
1.6775000095367	-0.13899425186219
1.6799999475479	-0.091285921647813
1.6825000047684	-0.053920939909286
1.6849999427795	-0.030782278647208
1.6875000000000	-0.023713225049842
1.6900000572205	-0.032417437124400
1.6924999952316	-0.054577309423813
1.6950000524521	-0.086180664782742
1.6974999904633	-0.12203207705442
1.7000000476837	-0.15643598758592
1.7024999856949	-0.18399769681694
1.7050000429153	-0.20042022884644
1.7074999809265	-0.20317747895510
1.7100000381470	-0.19188251549583
1.7124999761581	-0.16830010319216
1.7150000333786	-0.13597271082681
1.7174999713898	-0.099572562004054
1.7200000286102	-0.064140997319057
1.7224999666214	-0.034339231000311
1.7250000238419	-0.013843709384695
1.7274999618530	-0.0049221306320629
1.7300000190735	-0.0082191791228421
1.7324999570847	-0.022727829567491
1.7350000143051	-0.045961527381782
1.7374999523163	-0.074266892404757
1.7400000095367	-0.10333148868372
1.7424999475479	-0.12876512105031
1.7450000047684	-0.14674646337884
1.7474999427795	-0.15459927733369
1.7500000000000	-0.15121387333298
1.7525000572205	-0.13718782306328
1.7549999952316	-0.11469359817183
1.7575000524521	-0.087083484949048
1.7599999904633	-0.058330994571737
1.7625000476837	-0.032421947928990
1.7649999856949	-0.012792547376788
1.7675000429153	-0.0019017668551863
1.7699999809265	-0.00094327397748011
1.7725000381470	-0.0097332476393931
1.7749999761581	-0.026765645096167
1.7775000333786	-0.049417562865681
1.7799999713898	-0.074304717340858
1.7825000286102	-0.097736747721746
1.7849999666214	-0.11625077107748
1.7875000238419	-0.12712298024003
1.7899999618530	-0.12879189899178
1.7925000190735	-0.12108766870735
1.7949999570847	-0.10523776105372
1.7975000143051	-0.083644227419912
1.7999999523163	-0.059477131680072
1.8025000095367	-0.036178967630914
1.8049999475479	-0.016964682517948
1.8075000047684	-0.0043813924478368
1.8099999427795	-5.5630180410116e-07
1.8125000000000	-0.0042359185814648
1.8150000572205	-0.016310935540268
1.8174999952316	-0.034381474832540
1.8200000524521	-0.055773554995757
1.8224999904633	-0.077353723126970
1.8250000476837	-0.095966337171648
1.8274999856949	-0.10889136234403
1.8300000429153	-0.11426055593060
1.8324999809265	-0.11133739429677
1.8350000381470	-0.10062670114848
1.8374999761581	-0.083771315252192
1.8400000333786	-0.063277127342920
1.8424999713898	-0.042112344489575
1.8450000286102	-0.023261725437886
1.8474999666214	-0.0093120633392489
1.8500000238419	-0.0021050723680401
1.8524999618530	-0.0025211998911419
1.8550000190735	-0.010375292249009
1.8574999570847	-0.024460540159423
1.8600000143051	-0.042706231748926
1.8624999523163	-0.062463326279646
1.8650000095367	-0.080865328350770
1.8674999475479	-0.095239894466644
1.8700000047684	-0.10350615737294
1.8724999427795	-0.10449131769002
1.8750000000000	-0.098104465835879
1.8775000572205	-0.085346797957909
1.8799999952316	-0.068132520148123
1.8825000524521	-0.048980785866427
1.8849999904633	-0.030636389516413
1.8875000476837	-0.015668221815567
1.8899999856949	-0.0061184349013047
1.8925000429153	-0.0032423423437976
1.8949999809265	-0.0073556832357003
1.8975000381470	-0.017804613799331
1.8999999761581	-0.033060005900323
1.9025000333786	-0.050924565314602
1.9049999713898	-0.068823687416494
1.9075000286102	-0.084173566151652
1.9099999666214	-0.094762971549795
1.9125000238419	-0.099072534446784
1.9149999618530	-0.096510940290716
1.9175000190735	-0.087510798038444
1.9199999570847	-0.073433888437434
1.9225000143051	-0.056363657897662
1.9249999523163	-0.038776802369246
1.9275000095367	-0.023171544393960
1.9299999475479	-0.011724549874260
1.9325000047684	-0.0059955325831692
1.9349999427795	-0.0067282904417732
1.9375000000000	-0.013769469182784
1.9400000572205	-0.026089514581965
1.9424999952316	-0.041926943581507
1.9450000524521	-0.059019273763076
1.9474999904633	-0.074920038785275
1.9500000476837	-0.087343722673898
1.9524999856949	-0.094510660172971
1.9550000429153	-0.095410837285232
1.9574999809265	-0.089958178424940
1.9600000381470	-0.079000304479158
1.9624999761581	-0.064175699537721
1.9650000333786	-0.047658280102583
1.9674999713898	-0.031827479949962
1.9700000286102	-0.018927070445159
1.9724999666214	-0.010752604788064
1.9750000238419	-0.0084242364208823
1.9774999618530	-0.012235378243016
1.9800000190735	-0.021633537318023
1.9824999570847	-0.035282074103020
1.9850000143051	-0.051253357885721
1.9874999523163	-0.067280304077082
1.9900000095367	-0.081079297768130
1.9924999475479	-0.090677925395248
1.9950000047684	-0.094716748389070
1.9974999427795	-0.092649182625977
2.0000000000000	-0.084828368864909
2.0025000572205	-0.072443246717435
2.0050001144409	-0.057334195425310
2.0074999332428	-0.041705376232004
2.0099999904633	-0.027804072025371
2.0125000476837	-0.017599244307873
2.0150001049042	-0.012524955563630
2.0174999237061	-0.013283133565455
2.0199999809265	-0.019764740917779
2.0225000381470	-0.031065094296593
