#Parameters = {L=32; e=0.035; h=1.6; i=0.8; l1=2.2; ls=100; wl=1.7; ws=20}
#"Frequency / GHz"	"S1,1 (5) [Magnitude]"
#----------------------------------------
0.0000000000000	-0.019936419900661
0.0040000001899898	-0.019927190207965
0.0080000003799796	-0.019896904140514
0.012000000104308	-0.019846073266050
0.016000000759959	-0.019775204312200
0.019999999552965	-0.019683761338812
0.024000000208616	-0.019573797962499
0.028000000864267	-0.019444249996111
0.032000001519918	-0.019294048202391
0.035999998450279	-0.019125232385084
0.039999999105930	-0.018938280860947
0.043999999761581	-0.018733667306610
0.048000000417233	-0.018509786621576
0.052000001072884	-0.018268660524981
0.056000001728535	-0.018010750291150
0.059999998658895	-0.017737031614170
0.064000003039837	-0.017447439876576
0.068000003695488	-0.017141906195032
0.071999996900558	-0.016821914513927
0.075999997556210	-0.016488426732880
0.079999998211861	-0.016141362935572
0.083999998867512	-0.015781162298834
0.087999999523163	-0.015409813636793
0.092000000178814	-0.015026711738991
0.096000000834465	-0.014633322828603
0.10000000149012	-0.014231112994205
0.10400000214577	-0.013818950802715
0.10800000280142	-0.013399853915127
0.11200000345707	-0.012973725359494
0.11599999666214	-0.012540468476787
0.11999999731779	-0.012103096029854
0.12399999797344	-0.011660474630236
0.12800000607967	-0.011214576443910
0.13199999928474	-0.010766338996469
0.13600000739098	-0.010315149688085
0.14000000059605	-0.0098645313398114
0.14399999380112	-0.0094138769322082
0.14800000190735	-0.0089641185968157
0.15199999511242	-0.0085167207115634
0.15600000321865	-0.0080715868385173
0.15999999642372	-0.0076306997903551
0.16400000452995	-0.0071939703544190
0.16799999773502	-0.0067628636756057
0.17200000584126	-0.0063388498013182
0.17599999904633	-0.0059218453584305
0.18000000715256	-0.0055128094626132
0.18400000035763	-0.0051132194615292
0.18799999356270	-0.0047230001865195
0.19200000166893	-0.0043431195878697
0.19599999487400	-0.0039761079203477
0.20000000298023	-0.0036208684060737
0.20399999618530	-0.0032788933122756
0.20800000429153	-0.0029490880403215
0.21199999749660	-0.0026345283094036
0.21600000560284	-0.0023346393512840
0.21999999880791	-0.0020514623245164
0.22400000691414	-0.0017849661783295
